ID,fold 1,fold 2,fold 3,fold 4,fold 5
14449_left.jpeg,train,train,val,train,train
41375_left.jpeg,train,train,train,val,train
27395_left.jpeg,train,train,train,val,val
40223_right.jpeg,train,val,train,train,train
17511_right.jpeg,train,train,train,val,train
27110_left.jpeg,train,train,train,train,train
6450_right.jpeg,train,train,train,val,train
32148_left.jpeg,train,train,train,train,train
34152_left.jpeg,train,train,val,train,val
29708_left.jpeg,train,train,train,train,train
1801_right.jpeg,train,val,train,train,train
12108_left.jpeg,train,train,train,train,train
793_left.jpeg,train,train,train,train,val
37958_right.jpeg,train,train,val,train,val
32149_left.jpeg,train,train,val,train,train
25303_right.jpeg,train,train,val,train,train
37624_right.jpeg,train,val,train,train,val
36653_right.jpeg,train,val,train,train,train
43243_right.jpeg,train,train,train,train,train
40390_right.jpeg,train,train,train,train,train
19110_right.jpeg,train,val,train,train,train
42194_right.jpeg,train,train,train,train,train
33283_right.jpeg,train,train,train,train,val
41336_left.jpeg,train,train,train,train,train
41031_right.jpeg,train,train,train,train,train
25687_left.jpeg,train,train,train,train,train
15538_left.jpeg,train,train,train,train,train
14336_left.jpeg,train,train,train,train,train
22906_right.jpeg,train,val,train,train,val
18573_right.jpeg,train,val,val,train,val
5927_left.jpeg,train,val,train,train,train
13811_right.jpeg,train,train,val,train,val
18030_left.jpeg,train,train,train,train,train
16412_left.jpeg,train,train,val,train,train
31984_right.jpeg,train,train,train,val,train
36531_left.jpeg,train,train,train,train,train
19061_left.jpeg,train,train,train,val,train
6719_left.jpeg,train,val,train,val,train
43283_left.jpeg,train,train,train,train,val
9744_right.jpeg,train,train,train,train,val
2818_left.jpeg,train,train,train,train,train
43901_right.jpeg,train,train,train,train,train
23648_left.jpeg,train,val,val,train,train
21096_right.jpeg,train,train,train,train,val
9546_left.jpeg,train,val,train,train,train
33551_left.jpeg,train,val,train,train,train
18493_left.jpeg,train,train,train,val,train
5964_left.jpeg,train,train,train,train,train
36027_right.jpeg,train,train,val,train,train
28951_right.jpeg,train,val,train,val,train
9961_left.jpeg,train,val,val,train,val
40249_left.jpeg,train,val,train,train,val
41853_left.jpeg,train,val,train,train,train
9608_right.jpeg,train,train,train,val,train
32314_left.jpeg,train,train,val,train,train
20523_left.jpeg,train,train,train,val,train
13022_left.jpeg,train,train,train,train,train
43836_left.jpeg,train,train,train,train,train
9682_right.jpeg,train,train,train,train,val
38965_right.jpeg,train,train,val,train,train
40052_right.jpeg,train,train,val,val,train
41739_left.jpeg,train,train,train,train,train
22334_left.jpeg,train,train,val,train,train
18618_right.jpeg,train,train,val,train,train
22556_right.jpeg,train,train,train,train,train
36352_right.jpeg,train,train,val,train,train
35368_right.jpeg,train,train,train,train,train
22421_right.jpeg,train,train,train,val,val
32614_right.jpeg,train,train,train,train,train
6259_right.jpeg,train,train,train,train,train
23318_right.jpeg,train,val,train,train,train
32339_right.jpeg,train,train,val,train,train
43948_left.jpeg,train,train,train,train,train
43789_right.jpeg,train,train,train,train,train
27898_right.jpeg,train,train,val,train,val
23318_left.jpeg,train,train,val,val,val
16224_right.jpeg,train,train,train,train,train
6404_left.jpeg,train,train,train,val,train
17679_right.jpeg,train,val,train,train,train
18534_right.jpeg,train,train,train,train,train
8798_right.jpeg,train,train,train,train,train
20359_left.jpeg,train,train,train,train,train
13966_left.jpeg,train,train,train,train,train
41198_right.jpeg,train,train,train,train,train
17631_left.jpeg,train,train,train,train,val
23244_left.jpeg,train,train,train,train,train
15868_left.jpeg,train,val,train,train,train
10942_left.jpeg,train,train,val,train,train
28052_left.jpeg,train,train,train,train,train
27836_right.jpeg,train,train,train,val,train
31426_left.jpeg,train,train,train,val,train
27807_right.jpeg,train,train,val,val,train
16011_left.jpeg,train,train,train,train,train
29972_left.jpeg,train,train,train,train,train
25210_left.jpeg,train,train,train,val,train
17972_right.jpeg,train,val,train,val,train
17852_left.jpeg,train,train,train,train,val
41640_right.jpeg,train,val,train,train,val
38596_left.jpeg,train,val,train,train,train
31148_right.jpeg,train,val,train,train,val
38662_right.jpeg,train,train,train,train,train
11858_right.jpeg,train,train,val,train,train
29788_left.jpeg,train,train,train,train,train
21417_right.jpeg,train,val,train,train,train
20111_right.jpeg,train,train,train,train,train
13821_left.jpeg,train,train,val,val,train
4304_left.jpeg,train,train,train,train,train
17_left.jpeg,train,train,train,train,train
34673_right.jpeg,train,train,train,train,val
29676_right.jpeg,train,train,train,train,val
28386_right.jpeg,train,train,val,val,train
4086_left.jpeg,train,val,train,train,train
16624_right.jpeg,train,train,val,train,train
39668_left.jpeg,train,train,val,train,train
33725_right.jpeg,train,train,train,train,train
12114_left.jpeg,train,train,train,val,train
13730_left.jpeg,train,train,train,train,train
12382_left.jpeg,train,train,train,train,train
36008_right.jpeg,train,train,train,train,train
329_right.jpeg,train,train,train,train,train
19184_left.jpeg,train,train,train,train,train
9353_right.jpeg,train,train,train,train,train
40848_left.jpeg,train,val,train,train,train
16413_right.jpeg,train,train,train,train,train
17198_right.jpeg,train,train,train,train,val
33891_left.jpeg,train,train,val,val,train
9608_left.jpeg,train,train,val,val,train
4021_right.jpeg,train,train,train,val,val
21746_left.jpeg,train,train,train,train,train
36351_right.jpeg,train,val,train,train,val
34171_left.jpeg,train,train,val,train,train
2804_left.jpeg,train,train,train,train,val
38919_left.jpeg,train,train,train,train,train
18363_left.jpeg,train,train,val,train,train
20574_left.jpeg,train,train,train,train,train
21333_left.jpeg,train,train,val,train,train
39588_right.jpeg,train,train,train,train,train
36258_left.jpeg,train,train,val,train,train
40611_left.jpeg,train,train,val,train,train
38573_right.jpeg,train,train,train,val,train
13716_left.jpeg,train,train,train,train,train
15973_right.jpeg,train,val,val,train,train
33661_right.jpeg,train,train,train,train,train
26243_left.jpeg,train,val,train,train,train
13645_right.jpeg,train,train,train,train,train
23400_right.jpeg,train,train,train,train,train
23447_left.jpeg,train,train,train,train,train
31191_left.jpeg,train,train,train,val,train
16629_left.jpeg,train,train,train,train,train
30226_right.jpeg,train,train,train,train,train
11069_right.jpeg,train,train,train,val,val
24785_left.jpeg,train,train,val,train,train
35571_left.jpeg,train,train,train,train,train
30448_right.jpeg,train,train,train,train,train
6707_left.jpeg,train,train,train,train,train
13486_left.jpeg,train,train,train,train,train
39322_right.jpeg,train,train,train,train,train
11720_right.jpeg,train,train,val,train,train
21177_right.jpeg,train,train,train,val,train
32317_right.jpeg,train,val,train,train,val
34901_right.jpeg,train,train,train,train,train
22575_right.jpeg,train,train,val,train,train
30722_right.jpeg,train,val,train,train,train
163_left.jpeg,train,train,val,train,train
8105_left.jpeg,train,val,train,train,val
7733_left.jpeg,train,train,train,train,train
25828_right.jpeg,train,train,train,train,train
19219_left.jpeg,train,train,train,train,train
11221_left.jpeg,train,train,train,train,train
4909_left.jpeg,train,train,val,val,train
9376_left.jpeg,train,val,train,train,val
28975_right.jpeg,train,train,train,train,train
11054_left.jpeg,train,train,train,train,train
24962_right.jpeg,train,train,train,train,train
9419_right.jpeg,train,train,train,val,train
33938_right.jpeg,train,train,train,train,train
25318_right.jpeg,train,val,train,train,val
23462_right.jpeg,train,val,val,val,train
9601_left.jpeg,train,train,train,train,train
9505_left.jpeg,train,train,train,train,train
38459_left.jpeg,train,train,train,train,val
12881_left.jpeg,train,train,train,train,val
32535_left.jpeg,train,val,val,val,train
6684_right.jpeg,train,train,train,train,val
3832_right.jpeg,train,train,train,train,train
9813_left.jpeg,train,train,train,train,train
7464_left.jpeg,train,train,val,train,train
10606_right.jpeg,train,train,train,train,val
2862_right.jpeg,train,train,train,train,train
38186_right.jpeg,train,train,train,train,val
38132_left.jpeg,train,train,train,train,train
39650_right.jpeg,train,val,train,train,train
33685_right.jpeg,train,val,train,train,train
21594_right.jpeg,train,val,train,train,train
6611_left.jpeg,train,train,train,val,train
23507_left.jpeg,train,train,train,val,train
14671_left.jpeg,train,train,train,val,val
31450_left.jpeg,train,val,train,val,val
43042_left.jpeg,train,train,train,train,val
29976_right.jpeg,train,train,train,train,train
7182_right.jpeg,train,train,val,train,train
9271_right.jpeg,train,val,train,train,train
27165_left.jpeg,train,train,val,train,val
42748_left.jpeg,train,train,train,train,train
38464_right.jpeg,train,train,train,train,train
27541_left.jpeg,train,train,train,train,train
42358_left.jpeg,train,train,val,train,train
1012_left.jpeg,train,val,train,train,train
34350_left.jpeg,train,train,val,val,train
37708_right.jpeg,train,train,train,train,train
33496_left.jpeg,train,train,val,train,train
4249_left.jpeg,train,val,train,train,train
13597_left.jpeg,train,train,train,train,val
5964_right.jpeg,train,train,train,train,train
1919_left.jpeg,train,train,val,train,train
31216_right.jpeg,train,train,train,val,val
41765_left.jpeg,train,train,train,train,train
16386_left.jpeg,train,train,train,train,train
37658_left.jpeg,train,train,val,train,val
22778_right.jpeg,train,train,train,train,train
11697_right.jpeg,train,train,train,train,train
1277_left.jpeg,train,train,val,val,train
2053_right.jpeg,train,train,train,train,val
3773_right.jpeg,train,train,train,val,train
10359_right.jpeg,train,train,train,val,train
18483_right.jpeg,train,train,train,val,train
1536_left.jpeg,train,train,train,val,train
8749_left.jpeg,train,train,train,train,train
21205_left.jpeg,train,val,train,train,train
16649_left.jpeg,train,train,val,val,train
9324_left.jpeg,train,train,train,train,train
4436_right.jpeg,train,val,train,train,train
5579_right.jpeg,train,train,train,val,train
27489_right.jpeg,train,train,train,val,train
19588_left.jpeg,train,train,train,train,train
15797_left.jpeg,train,train,train,val,train
36815_right.jpeg,train,val,train,train,val
40897_left.jpeg,train,train,train,train,val
22397_left.jpeg,train,val,train,train,train
21234_left.jpeg,train,val,train,train,train
22593_left.jpeg,train,train,train,train,val
14377_left.jpeg,train,train,train,train,train
27943_left.jpeg,train,train,train,train,train
39747_left.jpeg,train,val,train,train,train
114_right.jpeg,train,train,train,val,train
42022_right.jpeg,train,train,train,val,val
2031_left.jpeg,train,train,train,train,train
18960_left.jpeg,train,train,train,val,train
22799_right.jpeg,train,train,train,train,train
5062_right.jpeg,train,train,val,train,train
42265_right.jpeg,train,train,train,train,train
3567_left.jpeg,train,train,train,val,train
19005_right.jpeg,train,val,train,train,train
33623_right.jpeg,train,train,train,train,train
11206_right.jpeg,train,train,train,val,train
17792_right.jpeg,train,train,val,train,train
5980_left.jpeg,train,train,val,train,train
40961_left.jpeg,train,train,train,train,val
508_right.jpeg,train,val,train,train,train
26921_right.jpeg,train,val,val,train,train
32010_right.jpeg,train,train,val,train,train
13254_left.jpeg,train,train,train,val,train
26747_right.jpeg,train,train,val,train,train
36258_right.jpeg,train,train,train,val,train
14548_left.jpeg,train,train,train,train,val
11032_left.jpeg,train,train,train,val,train
19803_right.jpeg,train,val,val,train,train
25080_left.jpeg,train,train,train,val,val
31849_left.jpeg,train,train,train,train,val
38114_left.jpeg,train,train,train,train,train
14060_right.jpeg,train,train,train,train,val
24491_left.jpeg,train,val,train,val,val
43258_right.jpeg,train,train,val,train,train
4776_right.jpeg,train,val,train,val,train
31006_right.jpeg,train,train,train,train,val
43030_right.jpeg,train,train,train,val,train
9259_right.jpeg,train,train,train,train,val
3343_right.jpeg,train,train,train,train,train
40893_left.jpeg,train,val,train,train,val
17110_right.jpeg,train,train,train,val,train
22543_right.jpeg,train,train,train,train,train
4496_left.jpeg,train,train,train,train,val
22700_left.jpeg,train,val,train,val,train
27251_right.jpeg,train,train,val,train,train
14936_right.jpeg,train,train,train,train,train
31378_left.jpeg,train,train,train,train,train
6088_right.jpeg,train,train,train,train,train
20508_left.jpeg,train,train,train,train,train
18203_right.jpeg,train,train,train,train,train
15343_left.jpeg,train,val,train,train,train
9488_left.jpeg,train,val,train,train,val
37601_right.jpeg,train,train,train,train,train
31202_right.jpeg,train,train,train,train,train
5140_right.jpeg,train,train,train,train,train
14353_right.jpeg,train,train,train,train,val
38612_left.jpeg,train,train,train,val,train
23787_right.jpeg,train,train,train,train,val
13991_left.jpeg,train,val,train,train,train
24336_right.jpeg,train,val,val,train,train
37320_left.jpeg,train,train,train,train,train
9663_left.jpeg,train,val,train,train,val
1639_right.jpeg,train,train,train,train,train
7640_right.jpeg,train,train,val,train,val
3895_right.jpeg,train,train,train,train,train
4335_left.jpeg,train,train,val,train,train
39149_right.jpeg,train,train,train,train,train
9298_right.jpeg,train,train,train,val,train
34831_left.jpeg,train,train,val,train,train
20015_right.jpeg,train,train,train,train,train
7131_left.jpeg,train,val,train,train,val
40265_left.jpeg,train,val,train,train,val
31006_left.jpeg,train,val,train,train,train
36300_left.jpeg,train,val,train,train,train
43271_right.jpeg,train,train,val,val,train
406_right.jpeg,train,train,train,train,train
33080_right.jpeg,train,val,train,train,train
9951_right.jpeg,train,train,train,train,val
8239_left.jpeg,train,train,val,train,train
27768_right.jpeg,train,train,train,train,train
2031_right.jpeg,train,train,val,val,val
17202_right.jpeg,train,train,train,train,val
44012_left.jpeg,train,train,val,train,train
15450_left.jpeg,train,train,val,train,train
11101_left.jpeg,train,train,train,val,train
16718_left.jpeg,train,train,train,train,train
3570_right.jpeg,train,train,train,train,train
36958_left.jpeg,train,train,train,train,train
40752_left.jpeg,train,train,train,val,val
26366_right.jpeg,train,train,val,val,train
18150_left.jpeg,train,train,train,train,val
34480_left.jpeg,train,train,train,train,train
18138_right.jpeg,train,train,train,train,train
35509_left.jpeg,train,val,train,train,train
3533_right.jpeg,train,val,train,train,train
35422_right.jpeg,train,train,train,train,train
43008_left.jpeg,train,train,train,train,train
31469_left.jpeg,train,train,train,train,train
35850_left.jpeg,train,train,val,train,train
25787_right.jpeg,train,train,val,val,train
16748_right.jpeg,train,val,train,train,val
17143_left.jpeg,train,train,train,train,train
33761_left.jpeg,train,train,val,train,train
13387_right.jpeg,train,train,train,val,train
34241_right.jpeg,train,train,train,val,train
10047_right.jpeg,train,train,train,train,train
33008_right.jpeg,train,train,train,train,val
19662_left.jpeg,train,train,val,train,train
34571_left.jpeg,train,train,train,train,train
38325_left.jpeg,train,val,train,train,train
37940_left.jpeg,train,train,train,val,train
5185_right.jpeg,train,train,train,train,train
25518_right.jpeg,train,train,train,train,train
26591_right.jpeg,train,train,train,train,train
26402_left.jpeg,train,val,train,train,train
2423_right.jpeg,train,train,train,train,train
33003_right.jpeg,train,train,train,train,train
38725_right.jpeg,train,train,train,train,train
37667_left.jpeg,train,train,train,train,train
15590_right.jpeg,train,val,train,val,train
10489_right.jpeg,train,val,train,train,val
19961_left.jpeg,train,train,train,train,train
41926_right.jpeg,train,train,train,train,train
40564_left.jpeg,train,train,train,train,train
13819_right.jpeg,train,train,train,train,train
32412_left.jpeg,train,train,train,train,train
10548_right.jpeg,train,train,train,train,train
18970_left.jpeg,train,train,train,val,train
4531_left.jpeg,train,train,train,train,val
36832_right.jpeg,train,val,train,train,train
17629_left.jpeg,train,train,train,val,train
31837_right.jpeg,train,train,train,val,train
13190_left.jpeg,train,val,train,train,train
18124_right.jpeg,train,train,train,train,train
25317_left.jpeg,train,val,train,train,train
326_left.jpeg,train,val,train,train,train
41284_right.jpeg,train,val,train,val,train
5789_left.jpeg,train,train,val,train,val
8302_left.jpeg,train,train,train,train,train
23248_right.jpeg,train,val,train,train,train
35557_right.jpeg,train,train,train,train,train
33460_left.jpeg,train,train,train,train,train
41451_left.jpeg,train,val,train,train,train
36220_right.jpeg,train,train,train,train,train
34035_right.jpeg,train,val,train,train,val
16561_right.jpeg,train,train,train,train,train
35461_right.jpeg,train,val,train,train,train
27395_right.jpeg,train,train,train,val,train
43633_right.jpeg,train,train,train,train,train
25784_right.jpeg,train,train,train,val,val
13569_left.jpeg,train,train,train,train,val
9284_left.jpeg,train,val,train,train,train
41471_right.jpeg,train,val,train,train,train
41605_right.jpeg,train,train,train,train,train
10671_right.jpeg,train,train,train,train,train
42172_left.jpeg,train,val,train,val,train
28756_left.jpeg,train,train,train,train,train
20370_left.jpeg,train,train,train,train,train
29220_left.jpeg,train,val,train,train,train
28290_right.jpeg,train,train,train,train,train
6855_left.jpeg,train,train,train,train,val
18647_left.jpeg,train,train,train,train,train
38480_right.jpeg,train,val,train,val,val
25567_left.jpeg,train,train,train,train,val
41843_left.jpeg,train,train,train,train,val
21950_right.jpeg,train,train,train,train,train
32018_left.jpeg,train,val,val,train,train
29865_right.jpeg,train,train,val,train,val
21149_right.jpeg,train,train,train,train,train
10785_right.jpeg,train,train,train,train,val
22220_right.jpeg,train,train,train,train,train
32000_left.jpeg,train,train,val,train,val
32329_right.jpeg,train,train,train,train,train
18025_left.jpeg,train,train,train,train,train
23462_left.jpeg,train,train,train,train,train
18515_right.jpeg,train,train,val,val,val
21251_right.jpeg,train,train,train,train,train
12329_left.jpeg,train,train,train,train,train
17940_left.jpeg,train,train,val,train,train
27727_left.jpeg,train,train,train,train,train
31590_left.jpeg,train,train,val,val,train
36220_left.jpeg,train,val,train,train,train
28093_left.jpeg,train,train,train,train,val
10085_left.jpeg,train,train,train,val,train
43639_left.jpeg,train,val,val,train,train
35808_left.jpeg,train,train,train,train,val
39353_right.jpeg,train,train,val,val,train
32149_right.jpeg,train,val,train,train,train
12955_left.jpeg,train,train,train,val,val
38933_right.jpeg,train,train,train,val,val
14129_right.jpeg,train,train,train,train,train
38049_left.jpeg,train,val,train,train,train
33621_right.jpeg,train,train,train,train,train
38186_left.jpeg,train,train,train,train,train
4769_left.jpeg,train,train,val,train,train
23433_left.jpeg,train,train,train,val,train
12683_right.jpeg,train,train,train,val,train
9598_left.jpeg,train,train,train,train,val
30022_left.jpeg,train,train,train,train,train
21205_right.jpeg,train,val,train,train,train
30570_left.jpeg,train,train,train,val,val
29884_left.jpeg,train,train,train,train,train
18807_left.jpeg,train,val,train,train,train
18438_right.jpeg,train,train,train,train,train
7298_right.jpeg,train,train,train,train,train
22921_left.jpeg,train,train,train,train,train
6707_right.jpeg,train,train,train,train,val
4533_left.jpeg,train,train,train,val,val
20806_right.jpeg,train,val,val,train,train
30675_left.jpeg,train,train,train,train,train
27953_right.jpeg,train,train,train,val,train
2161_left.jpeg,train,train,train,train,train
36190_left.jpeg,train,val,val,train,train
34458_left.jpeg,train,train,train,train,train
23856_right.jpeg,train,train,train,train,val
17142_left.jpeg,train,train,val,train,train
19018_left.jpeg,train,train,train,train,train
43339_right.jpeg,train,train,train,train,train
15557_left.jpeg,train,train,train,train,train
16672_right.jpeg,train,train,train,train,train
13999_left.jpeg,train,train,val,train,train
3802_right.jpeg,train,train,train,val,train
2182_right.jpeg,train,train,train,train,train
38634_left.jpeg,train,train,train,train,train
26168_left.jpeg,train,train,train,val,train
33750_right.jpeg,train,train,val,train,train
43960_right.jpeg,train,train,train,train,val
29885_left.jpeg,train,train,train,val,train
906_right.jpeg,train,train,train,train,train
37867_left.jpeg,train,train,train,train,train
19269_right.jpeg,train,val,train,train,train
35766_right.jpeg,train,train,val,val,train
4307_left.jpeg,train,train,train,train,train
16651_left.jpeg,train,train,train,train,val
38116_left.jpeg,train,val,train,train,train
10924_left.jpeg,train,train,val,train,train
16658_right.jpeg,train,train,train,train,train
8424_left.jpeg,train,train,train,val,val
28077_left.jpeg,train,train,val,train,val
19237_right.jpeg,train,train,train,train,train
4711_right.jpeg,train,train,train,train,train
35112_left.jpeg,train,train,train,train,val
2433_right.jpeg,train,train,train,train,train
15994_left.jpeg,train,train,train,train,val
13489_left.jpeg,train,train,train,val,train
18971_right.jpeg,train,val,train,train,train
13012_right.jpeg,train,train,train,train,train
7174_right.jpeg,train,train,train,train,val
33852_right.jpeg,train,train,train,train,train
29629_left.jpeg,train,train,train,train,train
38730_right.jpeg,train,val,val,val,val
36740_right.jpeg,train,train,train,train,train
24703_right.jpeg,train,train,train,train,train
32868_left.jpeg,train,train,train,train,train
9518_right.jpeg,train,train,train,train,train
20352_right.jpeg,train,train,train,train,train
16754_right.jpeg,train,train,val,train,train
36722_left.jpeg,train,train,train,train,train
27081_left.jpeg,train,val,train,train,train
20402_right.jpeg,train,val,train,train,val
28291_right.jpeg,train,val,val,train,train
5598_right.jpeg,train,train,train,val,train
19578_right.jpeg,train,train,train,train,train
38595_right.jpeg,train,val,train,train,val
36640_left.jpeg,train,train,val,train,train
7009_right.jpeg,train,train,val,train,train
38907_right.jpeg,train,train,train,train,val
29097_right.jpeg,train,train,val,train,train
25741_right.jpeg,train,train,train,train,train
5823_left.jpeg,train,train,train,train,val
34754_right.jpeg,train,val,train,train,train
32148_right.jpeg,train,train,train,train,val
40178_right.jpeg,train,val,train,train,train
38198_right.jpeg,train,train,train,val,train
31924_left.jpeg,train,train,train,val,val
36395_left.jpeg,train,train,train,train,train
25745_right.jpeg,train,train,train,val,train
31036_left.jpeg,train,train,train,train,train
29312_left.jpeg,train,train,train,train,train
8827_left.jpeg,train,train,train,train,train
18850_right.jpeg,train,train,train,train,val
18072_left.jpeg,train,val,train,train,train
39604_left.jpeg,train,train,train,train,train
29650_right.jpeg,train,train,train,train,train
38230_left.jpeg,train,train,train,val,val
33621_left.jpeg,train,val,train,val,train
3748_right.jpeg,train,train,val,train,train
36442_left.jpeg,train,val,val,train,train
19522_left.jpeg,train,train,train,train,val
19302_right.jpeg,train,train,train,train,train
32603_right.jpeg,train,train,train,train,train
37235_left.jpeg,train,train,train,train,train
40504_right.jpeg,train,train,train,train,train
37359_left.jpeg,train,train,train,train,val
17411_right.jpeg,train,val,train,val,train
6079_left.jpeg,train,train,train,train,train
25407_left.jpeg,train,val,train,val,train
15038_left.jpeg,train,train,train,train,train
40323_right.jpeg,train,train,val,val,train
8030_left.jpeg,train,train,train,train,train
29976_left.jpeg,train,val,train,train,train
10579_left.jpeg,train,val,train,train,val
18416_right.jpeg,train,train,train,train,val
6032_right.jpeg,train,train,train,val,train
5392_right.jpeg,train,train,train,train,val
13938_left.jpeg,train,train,train,train,train
20458_left.jpeg,train,train,train,train,val
24773_left.jpeg,train,train,train,train,train
27734_right.jpeg,train,train,val,train,train
6175_right.jpeg,train,train,val,train,val
33283_left.jpeg,train,train,train,train,train
17221_left.jpeg,train,train,train,train,val
42484_left.jpeg,train,train,train,train,train
25378_right.jpeg,train,train,train,train,val
12279_left.jpeg,train,train,val,val,train
5589_right.jpeg,train,train,train,train,train
20167_left.jpeg,train,train,train,train,train
4831_right.jpeg,train,train,train,train,val
16740_right.jpeg,train,train,train,val,train
15453_left.jpeg,train,train,train,train,train
24853_left.jpeg,train,train,train,val,train
36288_left.jpeg,train,val,train,train,train
16390_right.jpeg,train,train,train,train,val
33493_left.jpeg,train,train,train,train,train
37951_left.jpeg,train,train,train,train,train
326_right.jpeg,train,train,train,train,train
3611_right.jpeg,train,train,train,train,val
38454_left.jpeg,train,train,val,train,train
12399_right.jpeg,train,val,train,train,train
11547_right.jpeg,train,train,train,train,train
28007_left.jpeg,train,train,train,train,train
21191_left.jpeg,train,val,val,val,train
16947_left.jpeg,train,train,train,train,train
1283_left.jpeg,train,train,train,train,train
7520_right.jpeg,train,train,val,train,val
9697_left.jpeg,train,train,train,train,train
3371_left.jpeg,train,train,train,train,train
11443_left.jpeg,train,train,val,train,train
3614_right.jpeg,train,train,train,train,train
41591_left.jpeg,train,train,train,train,train
16_left.jpeg,train,train,train,train,train
23497_right.jpeg,train,train,train,train,train
19366_left.jpeg,train,train,train,train,train
34241_left.jpeg,train,val,train,train,train
39667_left.jpeg,train,train,train,train,train
31426_right.jpeg,train,train,val,val,train
13891_left.jpeg,train,train,train,train,train
26423_right.jpeg,train,train,train,train,train
3884_left.jpeg,train,train,train,train,train
31330_right.jpeg,train,train,train,train,train
25916_left.jpeg,train,train,train,train,train
17586_right.jpeg,train,train,train,val,train
35873_right.jpeg,train,train,train,train,val
30925_left.jpeg,train,train,train,train,train
2541_left.jpeg,train,val,train,val,train
204_right.jpeg,train,train,val,train,train
27389_right.jpeg,train,train,train,train,train
36691_left.jpeg,train,val,train,train,train
40631_right.jpeg,train,train,train,val,train
25723_left.jpeg,train,val,train,train,train
30606_left.jpeg,train,train,train,train,val
16991_left.jpeg,train,train,train,train,train
13651_right.jpeg,train,train,train,train,val
19141_right.jpeg,train,train,train,train,train
33202_right.jpeg,train,train,val,train,train
20292_right.jpeg,train,train,train,train,train
8900_right.jpeg,train,train,train,train,train
25401_left.jpeg,train,train,train,val,train
16249_right.jpeg,train,train,train,train,val
12170_right.jpeg,train,train,train,train,train
10762_left.jpeg,train,train,train,train,val
30655_right.jpeg,train,train,val,train,train
9809_right.jpeg,train,train,train,train,train
9300_right.jpeg,train,train,val,train,train
31359_right.jpeg,train,train,val,train,train
7174_left.jpeg,train,val,train,train,train
37106_left.jpeg,train,val,train,train,val
3296_left.jpeg,train,train,train,train,train
14481_left.jpeg,train,train,train,train,train
9830_left.jpeg,train,val,train,train,train
30469_left.jpeg,train,val,train,train,train
24773_right.jpeg,train,train,train,train,train
10874_left.jpeg,train,train,val,train,val
10822_right.jpeg,train,train,train,train,train
25531_right.jpeg,train,val,train,train,train
5676_left.jpeg,train,train,train,val,val
40440_right.jpeg,train,val,val,train,train
5646_right.jpeg,train,val,train,train,train
42165_left.jpeg,train,train,train,train,train
37426_left.jpeg,train,train,val,train,train
22841_left.jpeg,train,train,train,val,train
12171_left.jpeg,train,train,train,val,train
18999_left.jpeg,train,train,train,train,train
41381_left.jpeg,train,train,val,val,val
25407_right.jpeg,train,train,train,train,train
39429_right.jpeg,train,train,val,train,val
25436_right.jpeg,train,train,train,val,train
14883_left.jpeg,train,val,train,val,train
22652_right.jpeg,train,train,train,train,val
15222_right.jpeg,train,train,train,train,train
19097_right.jpeg,train,train,train,train,train
18803_right.jpeg,train,train,train,train,train
