ID,fold 1,fold 2,fold 3,fold 4,fold 5
TRAIN101223.jpg,train,train,train,val,train
4763_left.jpg,train,train,train,val,val
1521_left.jpg,train,train,train,val,train
3278_left.jpg,train,train,train,train,train
3596_left.jpg,train,train,val,train,train
3738_left.jpg,train,train,train,train,train
4694_left.jpg,train,train,train,val,train
TRAIN061096.jpg,train,train,train,val,train
TRAIN044910.jpg,train,train,train,train,val
3511_left.jpg,train,train,train,train,train
3138_right.jpg,train,train,train,train,val
883_right.jpg,train,train,train,train,train
TRAIN065109.jpg,train,train,train,train,train
TRAIN024044.jpg,train,train,train,train,train
TRAIN074504.jpg,train,val,train,train,train
693_right.jpg,train,val,val,train,train
TRAIN047504.jpg,train,train,train,val,train
TRAIN087650.jpg,train,train,train,train,train
917_left.jpg,train,train,train,train,train
3561_left.jpg,train,train,val,train,val
3593_right.jpg,train,train,train,train,train
TRAIN023042.jpg,train,train,val,train,train
TRAIN056553.jpg,train,train,val,train,train
3477_right.jpg,train,train,train,train,train
3011_right.jpg,train,val,train,train,train
2029_right.jpg,train,train,train,train,train
TRAIN085661.jpg,train,train,train,train,val
TRAIN053470.jpg,train,train,train,train,val
TRAIN017878.jpg,train,train,train,train,train
2882_left.jpg,train,train,train,train,train
1317_left.jpg,train,train,train,val,train
3470_right.jpg,train,train,train,train,val
2319_right.jpg,train,train,train,val,val
TRAIN007650.jpg,train,train,train,train,train
2967_left.jpg,train,val,train,val,val
TRAIN032002.jpg,train,val,train,train,train
TRAIN068276.jpg,train,train,train,val,train
3295_right.jpg,train,val,train,train,train
3876_left.jpg,train,train,train,val,val
TRAIN012619.jpg,train,val,val,train,val
TRAIN009739.jpg,train,train,train,train,val
2912_right.jpg,train,train,train,train,train
TRAIN054530.jpg,train,train,train,train,val
2670_right.jpg,train,train,val,train,val
2334_left.jpg,train,val,train,train,train
2376_right.jpg,train,train,val,val,train
TRAIN028802.jpg,train,train,train,train,train
TRAIN000100.jpg,train,train,train,train,train
820_right.jpg,train,train,val,val,train
653_right.jpg,train,train,val,train,val
TRAIN010025.jpg,train,train,train,train,val
3077_right.jpg,train,train,val,train,train
TRAIN086672.jpg,train,val,train,train,train
TRAIN100047.jpg,train,train,train,train,train
2819_left.jpg,train,train,train,train,train
2268_left.jpg,train,val,train,train,train
TRAIN047589.jpg,train,train,train,train,train
3864_right.jpg,train,train,train,train,train
3807_right.jpg,train,val,train,train,train
TRAIN034344.jpg,train,val,train,val,train
2895_right.jpg,train,train,train,train,train
TRAIN008423.jpg,train,train,val,train,train
1493_right.jpg,train,val,train,train,train
3072_left.jpg,train,train,train,train,train
TRAIN091321.jpg,train,train,train,train,train
3679_right.jpg,train,train,val,train,val
TRAIN008124.jpg,train,train,val,val,train
3312_left.jpg,train,train,train,train,train
381_right.jpg,train,val,val,train,train
TRAIN034259.jpg,train,train,train,train,train
TRAIN095965.jpg,train,train,train,train,val
TRAIN087719.jpg,train,train,train,train,train
4779_right.jpg,train,train,train,train,train
2458_right.jpg,train,val,val,train,train
TRAIN090683.jpg,train,train,train,train,train
TRAIN004510.jpg,train,train,train,val,train
3537_left.jpg,train,train,val,train,train
TRAIN096995.jpg,train,train,train,train,train
2885_left.jpg,train,train,train,val,train
TRAIN023530.jpg,train,train,train,train,train
4203_left.jpg,train,train,train,train,train
1870_left.jpg,train,train,train,val,train
3116_left.jpg,train,train,train,train,train
2430_right.jpg,train,val,val,val,train
2536_left.jpg,train,train,train,val,val
3008_right.jpg,train,train,train,train,train
TRAIN011631.jpg,train,train,train,train,train
3249_left.jpg,train,train,train,train,val
TRAIN095421.jpg,train,train,train,train,train
3190_left.jpg,train,train,train,train,train
TRAIN097782.jpg,train,train,train,val,train
TRAIN020303.jpg,train,val,train,train,train
2054_right.jpg,train,train,train,train,train
TRAIN046035.jpg,train,val,train,train,train
2426_left.jpg,train,train,train,val,val
2388_right.jpg,train,train,train,train,train
227_left.jpg,train,train,val,train,train
TRAIN021429.jpg,train,val,train,train,train
4971_left.jpg,train,val,train,val,train
TRAIN014423.jpg,train,train,train,train,train
2392_right.jpg,train,train,train,train,train
TRAIN029009.jpg,train,val,val,train,val
TRAIN036331.jpg,train,val,train,train,train
TRAIN094446.jpg,train,train,train,train,val
TRAIN045812.jpg,train,train,val,train,train
2674_right.jpg,train,val,val,train,val
TRAIN009530.jpg,train,train,train,train,val
2415_left.jpg,train,val,train,train,train
TRAIN087547.jpg,train,train,train,train,train
3881_left.jpg,train,train,train,train,train
TRAIN058261.jpg,train,train,train,train,val
1443_left.jpg,train,train,train,train,train
125_right.jpg,train,train,train,val,train
432_left.jpg,train,train,train,val,train
2678_right.jpg,train,train,val,train,val
2332_right.jpg,train,val,train,train,train
3848_left.jpg,train,train,train,val,train
2950_right.jpg,train,train,train,train,train
TRAIN091342.jpg,train,train,train,train,train
3428_right.jpg,train,train,train,train,train
1465_right.jpg,train,train,train,train,train
2423_left.jpg,train,val,train,val,train
TRAIN027436.jpg,train,train,train,train,val
3604_right.jpg,train,train,train,train,train
TRAIN030667.jpg,train,val,train,train,val
TRAIN037198.jpg,train,train,train,train,train
3889_right.jpg,train,train,train,train,train
TRAIN040285.jpg,train,val,train,train,train
TRAIN010781.jpg,train,train,train,train,train
3543_right.jpg,train,train,train,train,train
TRAIN098525.jpg,train,val,train,train,train
2404_right.jpg,train,val,train,train,train
TRAIN044073.jpg,train,train,train,train,train
2706_right.jpg,train,train,train,train,train
TRAIN040774.jpg,train,train,train,val,train
TRAIN053206.jpg,train,train,train,train,val
3866_left.jpg,train,val,train,train,train
3896_right.jpg,train,val,train,train,val
TRAIN067124.jpg,train,train,train,train,train
TRAIN026042.jpg,train,val,train,train,train
TRAIN024978.jpg,train,val,train,val,train
2982_left.jpg,train,train,train,train,train
2961_left.jpg,train,val,train,val,val
2503_left.jpg,train,val,train,train,train
TRAIN086321.jpg,train,val,train,val,train
TRAIN055798.jpg,train,train,train,train,train
TRAIN086366.jpg,train,train,train,val,val
2930_left.jpg,train,val,train,train,train
112_left.jpg,train,val,val,val,train
3678_right.jpg,train,train,train,train,train
TRAIN043990.jpg,train,train,train,train,train
TRAIN081831.jpg,train,train,train,train,train
2977_left.jpg,train,train,val,train,train
TRAIN041752.jpg,train,train,train,train,train
3243_left.jpg,train,train,val,val,train
TRAIN005257.jpg,train,train,train,train,val
TRAIN048641.jpg,train,val,train,train,train
TRAIN085686.jpg,train,train,train,train,train
TRAIN045908.jpg,train,train,val,train,train
TRAIN015419.jpg,train,val,train,train,train
TRAIN077110.jpg,train,train,train,train,train
TRAIN065256.jpg,train,train,train,train,train
3559_left.jpg,train,val,train,val,train
TRAIN051373.jpg,train,train,train,train,train
1404_right.jpg,train,train,train,val,train
3656_left.jpg,train,train,train,train,train
1215_right.jpg,train,val,train,train,train
2649_left.jpg,train,train,train,train,train
2358_left.jpg,train,train,train,train,val
2703_right.jpg,train,train,val,train,train
TRAIN044088.jpg,train,train,val,train,train
TRAIN034669.jpg,train,train,train,train,train
2068_right.jpg,train,train,train,train,train
273_left.jpg,train,train,train,train,train
3920_right.jpg,train,train,train,train,train
2744_left.jpg,train,train,train,train,val
TRAIN050131.jpg,train,train,train,train,train
2652_left.jpg,train,train,train,train,val
4389_right.jpg,train,train,val,train,train
TRAIN023682.jpg,train,train,train,val,train
TRAIN033667.jpg,train,train,train,train,val
2669_right.jpg,train,train,val,val,train
2416_right.jpg,train,train,val,train,train
TRAIN017846.jpg,train,train,train,train,train
TRAIN038166.jpg,train,train,train,train,train
TRAIN064027.jpg,train,train,train,train,train
TRAIN084672.jpg,train,train,train,train,train
TRAIN069551.jpg,train,train,train,train,train
TRAIN040865.jpg,train,train,train,train,train
TRAIN058795.jpg,train,train,train,train,train
TRAIN055609.jpg,train,train,train,train,train
3418_left.jpg,train,train,train,train,train
4438_left.jpg,train,val,train,train,val
403_right.jpg,train,train,train,train,train
1193_right.jpg,train,train,train,train,train
1696_left.jpg,train,train,train,train,val
3062_left.jpg,train,train,train,train,train
602_right.jpg,train,val,train,train,train
TRAIN100496.jpg,train,train,train,train,val
TRAIN063490.jpg,train,train,train,train,train
3743_right.jpg,train,train,train,val,val
3537_right.jpg,train,train,val,val,val
4338_right.jpg,train,train,train,train,train
TRAIN031123.jpg,train,train,train,val,train
3121_right.jpg,train,train,train,val,val
2350_right.jpg,train,train,train,train,train
TRAIN006971.jpg,train,train,train,val,train
3576_left.jpg,train,train,train,train,train
545_right.jpg,train,train,train,train,train
TRAIN096474.jpg,train,train,train,val,train
TRAIN092141.jpg,train,train,train,train,val
3611_right.jpg,train,val,val,train,train
3161_right.jpg,train,train,train,val,train
TRAIN030125.jpg,train,train,val,train,train
307_left.jpg,train,train,val,train,train
3890_right.jpg,train,train,train,train,val
TRAIN076213.jpg,train,val,train,train,train
2922_left.jpg,train,val,train,train,train
2046_right.jpg,train,val,train,val,train
TRAIN072940.jpg,train,val,train,train,train
TRAIN036807.jpg,train,train,train,val,train
3667_right.jpg,train,train,train,train,train
2889_left.jpg,train,val,train,val,train
3501_right.jpg,train,val,train,train,train
271_right.jpg,train,train,train,val,train
TRAIN042785.jpg,train,train,train,val,train
3736_right.jpg,train,train,train,train,train
TRAIN039609.jpg,train,train,val,train,train
1492_left.jpg,train,val,train,train,train
3261_right.jpg,train,train,train,train,train
3126_left.jpg,train,train,val,train,train
1433_left.jpg,train,train,train,train,train
TRAIN056755.jpg,train,train,val,train,train
2446_right.jpg,train,train,train,train,train
4969_right.jpg,train,val,train,train,train
TRAIN018367.jpg,train,train,val,train,train
2571_right.jpg,train,val,val,val,train
TRAIN098940.jpg,train,val,train,train,train
TRAIN043064.jpg,train,train,train,train,train
3306_right.jpg,train,train,val,val,train
TRAIN054170.jpg,train,train,train,train,train
3463_left.jpg,train,val,val,train,train
3577_right.jpg,train,train,train,train,train
TRAIN004733.jpg,train,train,train,train,train
TRAIN009207.jpg,train,train,train,val,train
TRAIN097059.jpg,train,train,train,train,train
2812_left.jpg,train,train,train,train,train
4476_right.jpg,train,val,train,train,train
TRAIN093263.jpg,train,val,val,train,train
2421_right.jpg,train,train,train,train,train
3798_left.jpg,train,train,train,train,train
2369_left.jpg,train,val,train,train,train
TRAIN039689.jpg,train,train,train,train,train
TRAIN033464.jpg,train,train,train,train,train
TRAIN010225.jpg,train,train,train,train,train
TRAIN033284.jpg,train,val,train,val,val
4917_right.jpg,train,train,train,val,train
TRAIN046396.jpg,train,train,val,val,train
2012_right.jpg,train,train,train,train,train
2851_right.jpg,train,train,train,train,train
1441_right.jpg,train,train,train,train,val
TRAIN061651.jpg,train,train,train,train,train
3354_right.jpg,train,train,val,train,train
TRAIN048051.jpg,train,train,train,train,val
2915_right.jpg,train,train,val,train,train
TRAIN055454.jpg,train,train,val,train,train
3724_left.jpg,train,val,train,val,train
TRAIN019493.jpg,train,train,train,train,train
TRAIN023707.jpg,train,train,train,train,train
TRAIN016542.jpg,train,train,train,val,train
1818_left.jpg,train,val,val,train,train
TRAIN090587.jpg,train,train,train,val,train
1122_right.jpg,train,train,train,val,train
3183_left.jpg,train,train,train,train,train
TRAIN058519.jpg,train,val,train,train,val
TRAIN021825.jpg,train,train,train,train,train
TRAIN025427.jpg,train,val,val,train,train
TRAIN051809.jpg,train,train,train,train,train
3117_left.jpg,train,val,train,val,train
TRAIN091840.jpg,train,train,train,train,train
1386_right.jpg,train,train,val,train,train
2919_right.jpg,train,train,val,train,train
2519_left.jpg,train,train,train,train,val
3395_left.jpg,train,train,train,train,train
2569_right.jpg,train,train,train,train,train
2833_right.jpg,train,train,train,train,train
TRAIN066851.jpg,train,val,train,train,train
TRAIN057934.jpg,train,train,train,train,val
2817_left.jpg,train,train,val,train,val
2732_right.jpg,train,train,val,train,train
2417_right.jpg,train,train,train,train,train
940_right.jpg,train,train,train,train,train
TRAIN030110.jpg,train,train,train,val,train
4783_right.jpg,train,train,train,train,train
3377_right.jpg,train,train,train,train,train
TRAIN013724.jpg,train,train,val,train,train
3528_right.jpg,train,val,val,train,train
TRAIN033298.jpg,train,train,train,train,train
2661_right.jpg,train,train,train,train,val
TRAIN059973.jpg,train,train,train,train,train
3279_right.jpg,train,train,val,train,train
TRAIN070046.jpg,train,train,val,train,train
2842_left.jpg,train,val,train,train,train
2497_left.jpg,train,val,train,train,train
TRAIN065716.jpg,train,train,train,train,train
2341_left.jpg,train,train,val,train,train
TRAIN083724.jpg,train,train,train,train,train
3929_right.jpg,train,train,val,train,train
TRAIN090574.jpg,train,train,val,train,train
TRAIN075270.jpg,train,val,train,val,train
TRAIN039355.jpg,train,train,train,train,train
TRAIN087580.jpg,train,train,val,train,train
TRAIN037695.jpg,train,train,train,train,train
8_left.jpg,train,train,train,train,train
3620_left.jpg,train,train,train,train,train
3706_right.jpg,train,val,val,val,val
2875_left.jpg,train,train,train,train,train
TRAIN033602.jpg,train,train,train,train,train
TRAIN101058.jpg,train,train,train,train,train
3545_right.jpg,train,train,train,train,train
1837_left.jpg,train,train,train,val,train
2354_right.jpg,train,val,val,train,train
TRAIN015342.jpg,train,val,val,train,train
TRAIN093458.jpg,train,val,train,val,train
TRAIN023439.jpg,train,val,train,train,train
3199_left.jpg,train,val,val,train,train
2081_left.jpg,train,train,val,train,train
3433_left.jpg,train,train,train,train,train
1210_right.jpg,train,train,train,train,train
710_left.jpg,train,train,train,train,train
TRAIN066365.jpg,train,train,val,train,train
3937_left.jpg,train,train,train,train,val
2077_right.jpg,train,train,train,train,train
TRAIN070549.jpg,train,train,train,val,train
TRAIN077700.jpg,train,train,train,val,val
TRAIN054817.jpg,train,train,train,train,train
TRAIN079865.jpg,train,val,train,train,train
TRAIN075795.jpg,train,train,train,train,train
TRAIN064831.jpg,train,train,train,train,train
3915_right.jpg,train,train,val,train,train
TRAIN000429.jpg,train,train,train,train,train
951_right.jpg,train,train,val,train,train
2971_right.jpg,train,train,train,val,val
TRAIN043739.jpg,train,val,train,train,train
2510_right.jpg,train,train,train,train,val
481_right.jpg,train,train,val,train,val
3930_right.jpg,train,train,val,train,train
3674_left.jpg,train,train,train,val,val
TRAIN076234.jpg,train,train,train,train,train
3727_left.jpg,train,train,train,train,train
TRAIN004276.jpg,train,train,train,train,train
TRAIN072522.jpg,train,train,train,train,train
TRAIN065206.jpg,train,train,train,train,train
2492_right.jpg,train,train,train,train,train
TRAIN066827.jpg,train,train,train,train,train
2923_right.jpg,train,train,train,train,train
183_right.jpg,train,train,train,train,train
TRAIN042391.jpg,train,train,train,train,val
TRAIN075881.jpg,train,val,train,train,train
3597_right.jpg,train,train,train,train,train
3442_left.jpg,train,train,train,train,train
TRAIN036924.jpg,train,train,train,train,train
1392_right.jpg,train,train,train,train,train
3288_right.jpg,train,train,train,train,train
TRAIN056947.jpg,train,train,train,train,train
1220_right.jpg,train,train,train,train,train
2380_left.jpg,train,train,train,train,train
1340_right.jpg,train,train,train,train,train
TRAIN050463.jpg,train,train,train,train,train
4931_right.jpg,train,train,train,train,val
TRAIN091938.jpg,train,train,train,train,train
3156_right.jpg,train,train,train,train,train
1284_left.jpg,train,train,train,train,val
TRAIN034434.jpg,train,train,train,train,train
TRAIN064579.jpg,train,train,val,train,train
TRAIN070813.jpg,train,train,train,val,train
TRAIN010604.jpg,train,train,train,train,train
2572_left.jpg,train,train,train,train,train
4792_left.jpg,train,val,val,train,train
2547_left.jpg,train,train,val,train,train
3603_right.jpg,train,val,train,train,train
2899_right.jpg,train,val,train,train,train
2012_left.jpg,train,val,train,train,train
2490_right.jpg,train,train,val,train,train
3194_left.jpg,train,train,train,train,train
TRAIN011526.jpg,train,train,train,train,train
3520_right.jpg,train,train,train,train,val
3760_left.jpg,train,train,train,train,train
3632_right.jpg,train,train,train,train,train
1267_right.jpg,train,train,train,train,train
TRAIN031427.jpg,train,train,train,train,train
TRAIN080130.jpg,train,train,val,val,val
TRAIN041852.jpg,train,val,train,train,train
TRAIN026646.jpg,train,val,train,train,train
2603_right.jpg,train,train,train,train,val
3124_left.jpg,train,train,train,train,train
TRAIN034725.jpg,train,train,train,train,train
2370_right.jpg,train,train,train,train,val
TRAIN083738.jpg,train,train,train,train,train
TRAIN028162.jpg,train,val,train,val,train
3374_left.jpg,train,val,val,train,train
1450_left.jpg,train,train,train,val,train
4240_left.jpg,train,train,train,train,train
3854_right.jpg,train,train,val,train,train
4457_right.jpg,train,train,train,train,train
TRAIN032765.jpg,train,val,train,train,train
TRAIN000728.jpg,train,train,train,train,train
2358_right.jpg,train,val,train,val,val
2628_left.jpg,train,val,train,train,train
TRAIN088448.jpg,train,train,train,val,train
2819_right.jpg,train,train,train,train,train
685_right.jpg,train,val,train,val,val
3630_right.jpg,train,val,train,train,train
TRAIN057064.jpg,train,train,val,train,train
2706_left.jpg,train,train,train,train,val
TRAIN010075.jpg,train,val,train,val,val
TRAIN099068.jpg,train,val,train,val,train
2077_left.jpg,train,train,train,val,train
1023_left.jpg,train,val,train,train,train
2375_left.jpg,train,val,train,train,train
TRAIN041953.jpg,train,train,val,val,train
TRAIN003489.jpg,train,val,train,train,val
TRAIN050243.jpg,train,train,val,val,train
869_left.jpg,train,val,train,val,train
TRAIN031494.jpg,train,val,train,train,train
TRAIN048562.jpg,train,train,train,train,val
3797_left.jpg,train,train,train,train,train
TRAIN060477.jpg,train,train,val,train,train
3634_left.jpg,train,train,train,train,val
2288_right.jpg,train,train,train,train,train
294_right.jpg,train,train,train,train,train
TRAIN038347.jpg,train,train,train,train,train
879_right.jpg,train,train,train,val,train
3678_left.jpg,train,train,train,train,val
TRAIN053674.jpg,train,val,train,train,train
3779_left.jpg,train,val,train,val,val
2652_right.jpg,train,val,train,train,val
4368_left.jpg,train,train,val,train,train
TRAIN024359.jpg,train,val,train,train,train
TRAIN037538.jpg,train,train,val,train,train
